2022-08-08T17:22:58.788+04:00 [Debug]  Command Registered 
2022-08-08T17:22:58.885+04:00 [Debug] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute"] Source=fs:///home/uh/Data/archie/source, Target=fs:///home/uh/Data/archie/target 
2022-08-08T17:22:58.919+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "6cc68f71-ccd7-4072-86ab-b9747ba6587c GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.919+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "52093daa-1fb4-403e-88ab-a694b1e37163 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.919+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "98b935c1-d2e5-4bcc-8a45-a8ee308e3b4f GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "55049339-9bbe-45f8-a8ce-a9ad8fc9a686 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "c11ee40f-a895-4022-8331-68c1c30680be GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "79363115-90d2-4d6e-8448-939839d546bf GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "6da535a8-a804-4cc8-a7e7-a82632c70133 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "14e84e2c-1bb8-44cf-9cb2-cce645272d54 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.920+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "3b6102d5-c9c6-41f5-a7cd-70a7fec9ccd5 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.921+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "be0f63a4-6741-4083-838d-0707f703a47d GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.921+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "62713993-d58a-4180-a766-50cd3738fa2b GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.921+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "8dd550f5-33d6-4331-81b3-445bff961939 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.922+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "5cb4cb48-328a-4d87-89d3-58efcd06a64f GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.922+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "15c8994c-e121-4460-8c4f-52de048dae4f GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.922+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "3c50053d-9492-43f4-ac64-c7555ec2af3e GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.922+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "2d5ebe0e-e644-4d90-8cc7-67db5fd53d26 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.923+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "f0f1122a-c599-426f-b6b2-b2d5c2181470 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.923+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "68d62d08-7db9-4c9e-bed8-8f48f5921e5a GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.923+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "cef064ac-4177-41c3-9ffe-129e2916e4f9 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.923+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "c328f629-c890-40db-a317-2eefaca77082 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.923+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "5307c89b-36cf-4e23-8c5f-acb303c1f20f GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.923+04:00 [Debug] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute"] OnlyOnTarget=1; OnlyOnSource=0; Intersect=2 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "5787cc45-d70a-499f-94f8-9b35fe8ceeb1 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "30a0c02f-1b55-4aac-a4e6-ca9abb275d7a GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "3fa6795c-5067-4baf-af9b-86db787554b7 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "31d0ba40-fa50-4e6c-ab01-640e69e3bdff GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "fcaa87f2-bf44-4b70-ae29-0a309c7a3d2a GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "f8e8013d-ba86-4d0a-8163-8dafb4c3c93a GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.924+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "38abb4a5-3f86-4321-b31b-621cce6e830c GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "3bfab626-eb10-4967-b577-0c08bcabe8e6 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "8c826972-eb21-41b8-b6cf-049a655c7d6c GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "de888633-1818-4051-9493-d397006d924f GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
